timestamp,open,high,low,close,volume
2025-09-16 07:59:24.127712,180.63648691095668,185.42140195287163,176.35706408998263,176.4262884196246,77.97493435954794
2025-09-16 08:59:24.127712,130.49656133414226,133.23647626339925,128.60179980720392,132.41425961833878,80.42095712667961
2025-09-16 09:59:24.127712,188.54248817350094,190.9979850963133,187.9012542785968,190.44390616816315,16.893765720994267
2025-09-16 10:59:24.127712,188.8666736145857,191.65198902799594,184.16673357522677,189.09886807290147,18.50086464176021
2025-09-16 11:59:24.127712,199.016174569365,203.51778483380383,197.64183334096768,202.89151466223677,30.587888300075115
2025-09-16 12:59:24.127712,103.78073879151752,108.07645075437011,100.45599143900986,107.40317476580704,32.383859615697226
2025-09-16 13:59:24.127712,137.38450447607173,140.34809930880544,135.3640109493345,138.97959795723608,15.91912107661751
2025-09-16 14:59:24.127712,106.84946257779751,107.97559829896491,105.9110877886729,106.37679575487172,83.32427170868066
2025-09-16 15:59:24.127712,197.0223483247173,198.30669600908877,192.13505849496053,192.15442548293765,73.17439469314428
2025-09-16 16:59:24.127712,198.7573577245061,199.0694083078561,193.88077149223935,195.65963879361414,15.634581061731069
2025-09-16 17:59:24.127712,148.166881359887,151.69173925445529,146.22299237641872,148.0890953502848,89.88825946274656
2025-09-16 18:59:24.127712,179.41560931896305,182.62868588511967,177.0023474564015,178.09553968679626,14.511447815762258
2025-09-16 19:59:24.127712,126.37621507407843,127.02419745828789,126.32410790510293,126.44544720374122,17.99965361561175
2025-09-16 20:59:24.127712,116.96798049177058,117.78762721612337,115.23186905189408,115.7672712348002,56.50402788364248
2025-09-16 21:59:24.127712,113.309146132828,114.25305537569268,109.12723960269504,109.73761512032061,49.01189692666154
2025-09-16 22:59:24.127712,180.82968190509968,181.1542569011426,177.60687696024758,180.33696697921974,23.01495755276992
2025-09-16 23:59:24.127712,182.31957131889294,185.98187978157125,179.56082284004071,182.12915193431053,11.221943761039784
2025-09-17 00:59:24.127712,198.08854063775254,198.46640974203348,197.05025543576622,197.5611163705223,62.01205246392321
2025-09-17 01:59:24.127712,138.3515629718166,139.2108309768983,136.78234149523536,137.47363082699079,18.40099960705127
2025-09-17 02:59:24.127712,165.867430208318,168.47918391105438,164.5494403610941,164.84713497491822,82.48490584946911
2025-09-17 03:59:24.127712,113.0309828653945,115.85697530793439,110.47437835701466,111.56131831963113,13.694725821564461
2025-09-17 04:59:24.127712,174.26924102851984,174.64864243064565,171.3327343020936,173.9207834264154,30.864558187841112
2025-09-17 05:59:24.127712,178.88168732175922,182.74174241110342,177.6395974468153,178.3033777812042,23.256249946791314
2025-09-17 06:59:24.127712,132.71368811717747,133.60403045008553,130.50794892109667,130.66339197925535,38.761294040616335
2025-09-17 07:59:24.127712,125.61820287427679,129.19425648823682,121.12916061320523,128.00961165096064,37.70965188721708
2025-09-17 08:59:24.127712,143.2099720084129,145.62194591224926,138.46447997801138,144.1954248682071,62.77143636965409
2025-09-17 09:59:24.127712,190.9599009556543,191.0382483295447,186.96131763627372,187.13798556357153,85.19634164499894
2025-09-17 10:59:24.127712,145.86530821214424,149.64262086905353,141.58910283164104,145.4609922105902,59.523472986458316
2025-09-17 11:59:24.127712,154.30359894117225,157.17507203547078,149.5650080646554,156.00776442140642,12.034203812819086
2025-09-17 12:59:24.127712,122.90419180903208,126.77861916078471,121.05270894304431,122.879270912664,82.75716536823147
2025-09-17 13:59:24.127712,125.37052838965246,127.21458221044752,124.4316220242314,126.75139651765487,64.17109178946932
2025-09-17 14:59:24.127712,164.98523558282898,165.22226066164316,163.23283319171645,164.02674724860034,59.642632957945594
2025-09-17 15:59:24.127712,120.22899643319917,123.25508935819336,118.35026155081367,120.70823790983538,47.21454365888743
2025-09-17 16:59:24.127712,161.21264028169304,166.01704433562574,161.1070464786305,164.23732506114527,70.01536305941607
2025-09-17 17:59:24.127712,177.88071111073725,182.24988762669466,173.9414254858981,175.98967529922558,89.7319353012439
2025-09-17 18:59:24.127712,154.9598528256206,156.91506475288537,151.361614917454,156.60451104862244,57.26922281748795
2025-09-17 19:59:24.127712,144.07586015085602,148.7979432290694,142.80555927994877,145.67779523960567,62.84160668918419
2025-09-17 20:59:24.127712,127.14764924177348,128.21554123782062,123.65814837161213,126.40998823304899,31.287048980986363
2025-09-17 21:59:24.127712,105.97082275022373,106.90252142555903,101.96139564626031,103.90063514300118,13.395473804738122
2025-09-17 22:59:24.127712,193.27209522469715,198.06833052642088,190.66838060199856,197.00614682178812,11.621219711464141
2025-09-17 23:59:24.127712,135.3682605686912,135.48566909364814,133.59417904761773,134.4756079094764,41.22595282485441
2025-09-18 00:59:24.127712,141.4609773233228,142.12948296694285,138.09438545549492,140.2949873987156,73.76410801202711
2025-09-18 01:59:24.127712,196.2549424138907,197.10825550551613,194.16394327129507,194.44256716429055,61.23398436207118
2025-09-18 02:59:24.127712,123.86928319808143,125.52324452093647,120.06221840337122,121.84405330843654,27.62022901842467
2025-09-18 03:59:24.127712,109.39096339755335,110.22576637042778,105.65629239844272,108.89562834024514,36.355379354850726
2025-09-18 04:59:24.127712,135.98047083421778,137.62354878052665,132.41811719690259,137.03474365749705,44.454574098301485
